Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
121,Ángel Correa\Angel-Correa,ar ARG,MFFW,es Atlético Madrid,24,1995,4.9,0.00,1.63,0.61,37.5,1.62,0.61,0.00,0.00,14.7,0.00,0.00,0.00,0.22,0.22,0.14,-0.22,-0.22,Matches
122,Thierry Correia\Thierry-Correia,pt POR,DF,es Valencia,20,1999,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
123,Diego Costa\Diego-Costa,es ESP,FW,es Atlético Madrid,30,1988,5.1,0.00,0.98,0.00,0.0,0.99,0.00,0.00,,15.2,0.00,0.00,0.00,0.20,0.20,0.20,-0.20,-0.20,Matches
124,Douglas Costa\Douglas-Costa,br BRA,MF,it Juventus,28,1990,0.2,5.00,5.00,5.00,100.0,4.29,4.29,1.00,1.00,10.0,0.00,0.00,0.00,2.00,2.00,0.44,3.00,3.00,Matches
125,Jaume Costa\Jaume-Costa,es ESP,DF,es Valencia,31,1988,2.7,0.00,0.74,0.00,0.0,0.73,0.00,0.00,,18.3,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,Matches
126,Gaëtan Coucke\Gaetan-Coucke,be BEL,GK,be Genk,20,1998,5.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
127,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,cz Slavia Prague,26,1992,6.0,0.00,0.33,0.17,50.0,0.33,0.17,0.00,0.00,23.1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
128,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,es Real Madrid,27,1992,6.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
129,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,de Bayern Munich,27,1992,5.8,0.52,5.86,1.90,32.4,5.90,1.91,0.09,0.27,21.5,0.52,0.00,0.00,0.45,0.45,0.08,0.07,0.07,Matches
130,Juan Cuadrado\Juan-Cuadrado,co COL,DFFW,it Juventus,31,1988,5.5,0.18,0.36,0.18,50.0,0.36,0.18,0.50,1.00,19.8,0.00,0.00,0.00,0.02,0.02,0.03,0.16,0.16,Matches
131,Carlos Cuesta\Carlos-Cuesta,co COL,DFMF,be Genk,20,1999,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
132,Matheus Cunha\Matheus-Cunha,br BRA,FW,de RB Leipzig,20,1999,0.9,0.00,7.78,0.00,0.0,7.78,0.00,0.00,,14.0,0.00,0.00,0.00,1.67,1.67,0.24,-1.67,-1.67,Matches
133,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,it Inter,30,1988,2.0,0.00,3.00,1.00,33.3,2.93,0.98,0.00,0.00,17.4,0.00,0.00,0.00,0.25,0.25,0.08,-0.25,-0.25,Matches
134,Jacopo Da Riva\Jacopo-Da-Riva,it ITA,FW,it Atalanta,18,2000,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
135,Colin Dagba\Colin-Dagba,fr FRA,DF,fr Paris S-G,20,1998,1.0,0.00,1.00,0.00,0.0,1.00,0.00,0.00,,7.1,0.00,0.00,0.00,0.10,0.10,0.07,-0.10,-0.10,Matches
136,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MFFW,de Dortmund,23,1996,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
137,Patson Daka\Patson-Daka,zm ZAM,FW,at RB Salzburg,20,1998,2.7,0.37,4.07,1.48,36.4,4.11,1.49,0.09,0.25,12.9,0.00,0.00,0.00,0.63,0.63,0.15,-0.26,-0.26,Matches
138,Danilo\Danilo,br BRA,DF,it Juventus,28,1991,5.2,0.00,0.38,0.00,0.0,0.38,0.00,0.00,,20.9,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
139,Alphonso Davies\Alphonso-Davies,ca CAN,DF,de Bayern Munich,18,2000,7.9,0.00,1.01,0.00,0.0,1.01,0.00,0.00,,21.7,0.00,0.00,0.00,0.08,0.08,0.07,-0.08,-0.08,Matches
140,Ben Davies\Ben-Davies,wal WAL,DF,eng Tottenham,26,1993,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
141,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,eng Manchester City,28,1991,6.3,0.32,2.54,0.95,37.5,2.52,0.95,0.06,0.17,21.3,0.79,0.16,0.16,0.32,0.19,0.08,0.00,-0.03,Matches
142,Charles De Ketelaere\Charles-De-Ketelaere,be BEL,MFFW,be Club Brugge,18,2001,1.4,0.00,1.43,0.00,0.0,1.42,0.00,0.00,,18.7,0.00,0.00,0.00,0.07,0.07,0.06,-0.07,-0.07,Matches
143,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,it Juventus,26,1992,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
144,Miloš Degenek\Milos-Degenek,au AUS,DF,rs Red Star,25,1994,6.0,0.00,0.17,0.00,0.0,0.17,0.00,0.00,,8.0,0.00,0.00,0.00,0.02,0.02,0.13,-0.02,-0.02,Matches
145,Thomas Delaney\Thomas-Delaney,dk DEN,MF,de Dortmund,27,1991,2.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
146,Simon Deli\Simon-Deli,ci CIV,DF,be Club Brugge,27,1991,6.0,0.00,0.83,0.00,0.0,0.83,0.00,0.00,,12.4,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches
147,Moussa Dembélé\Moussa-Dembele,fr FRA,FW,fr Lyon,23,1996,6.9,0.29,1.88,0.43,23.1,1.87,0.43,0.15,0.67,15.9,0.00,0.00,0.00,0.25,0.25,0.13,0.04,0.04,Matches
148,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FW,es Barcelona,22,1997,1.5,0.00,2.67,0.67,25.0,2.65,0.66,0.00,0.00,20.2,0.00,0.00,0.00,0.13,0.13,0.05,-0.13,-0.13,Matches
149,Merih Demiral\Merih-Demiral,tr TUR,DF,it Juventus,21,1998,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
150,Kerem Demirbay\Kerem-Demirbay,de GER,MF,de Leverkusen,26,1993,4.1,0.00,2.68,0.24,9.1,2.66,0.24,0.00,0.00,22.5,0.24,0.00,0.00,0.10,0.10,0.03,-0.10,-0.10,Matches
151,Diego Demme\Diego-Demme,de GER,MF,it Napoli,27,1991,1.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
152,Diego Demme\Diego-Demme,de GER,MF,de RB Leipzig,27,1991,4.1,0.24,0.98,0.24,25.0,0.99,0.25,0.25,1.00,16.4,0.00,0.00,0.00,0.10,0.10,0.10,0.15,0.15,Matches
153,Jason Denayer\Jason-Denayer,be BEL,DFMF,fr Lyon,24,1995,8.7,0.00,0.23,0.00,0.0,0.23,0.00,0.00,,8.8,0.00,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,Matches
154,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,FWMF,be Club Brugge,21,1997,5.0,0.40,3.20,1.60,50.0,3.17,1.59,0.13,0.25,16.3,0.00,0.00,0.00,0.54,0.54,0.17,-0.14,-0.14,Matches
155,Dentinho\Dentinho,br BRA,FWMF,ua Shakhtar,30,1989,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
156,Memphis Depay\Memphis-Depay,nl NED,FWMF,fr Lyon,25,1994,6.6,0.91,2.88,1.52,52.6,2.90,1.53,0.21,0.40,20.3,0.30,0.30,0.30,0.53,0.30,0.11,0.38,0.30,Matches
157,Sergiño Dest\Sergino-Dest,us USA,DF,nl Ajax,18,2000,4.5,0.00,0.67,0.22,33.3,0.67,0.22,0.00,0.00,23.4,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
158,Sébastien Dewaest\Sebastien-Dewaest,be BEL,DF,be Genk,28,1991,4.0,0.00,0.75,0.25,33.3,0.75,0.25,0.00,0.00,9.9,0.00,0.00,0.00,0.05,0.05,0.08,-0.05,-0.05,Matches
159,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DFMF,it Napoli,25,1993,8.0,0.00,0.50,0.00,0.0,0.50,0.00,0.00,,16.1,0.00,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,Matches
160,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,fr Paris S-G,31,1988,8.3,0.36,2.41,1.20,50.0,2.42,1.21,0.15,0.30,20.2,0.24,0.00,0.00,0.33,0.33,0.13,0.04,0.04,Matches
161,Moussa Diaby\Moussa-Diaby,fr FRA,MFFW,de Leverkusen,20,1999,2.0,0.00,3.00,1.00,33.3,3.00,1.00,0.00,0.00,21.9,0.00,0.00,0.00,0.10,0.10,0.04,-0.10,-0.10,Matches
162,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,be Club Brugge,27,1991,0.5,0.00,2.00,0.00,0.0,2.14,0.00,0.00,,37.2,0.00,0.00,2.00,1.60,0.00,0.02,-1.60,0.00,Matches
163,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,es Valencia,22,1996,3.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
164,Abdou Diallo\Abdou-Diallo,fr FRA,DF,fr Paris S-G,23,1996,1.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
165,Rúben Dias\Ruben-Dias,pt POR,DF,pt Benfica,22,1997,6.0,0.00,0.17,0.00,0.0,0.17,0.00,0.00,,9.0,0.00,0.00,0.00,0.02,0.02,0.08,-0.02,-0.02,Matches
166,Krepin Diatta\Krepin-Diatta,sn SEN,DFMF,be Club Brugge,20,1999,4.8,0.21,1.04,0.21,20.0,1.03,0.21,0.20,1.00,23.7,0.21,0.00,0.00,0.04,0.04,0.04,0.17,0.17,Matches
167,Brahim Díaz\Brahim-Diaz,es ESP,FW,es Real Madrid,19,1999,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
168,Eric Dier\Eric-Dier,eng ENG,DFMF,eng Tottenham,25,1994,3.5,0.00,0.29,0.00,0.0,0.29,0.00,0.00,,4.0,0.00,0.00,0.00,0.09,0.09,0.34,-0.09,-0.09,Matches
169,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,eng Liverpool,28,1991,8.3,0.00,1.08,0.12,11.1,1.08,0.12,0.00,0.00,19.5,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,Matches
170,Emir Dilaver\Emir-Dilaver,at AUT,DF,hr Dinamo Zagreb,28,1991,6.0,0.00,0.33,0.17,50.0,0.33,0.17,0.00,0.00,10.5,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,Matches
171,Tiago Djaló\Tiago-Djalo,pt POR,DF,fr Lille,19,2000,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
172,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,it Atalanta,26,1993,5.7,0.00,1.05,0.00,0.0,1.06,0.00,0.00,,8.2,0.00,0.00,0.00,0.09,0.09,0.09,-0.09,-0.09,Matches
173,Dodô\Dodo,br BRA,DF,ua Shakhtar,20,1998,3.1,0.32,0.65,0.32,50.0,0.64,0.32,0.50,1.00,19.7,0.00,0.00,0.00,0.16,0.16,0.23,0.16,0.16,Matches
174,Jaume Doménech\Jaume-Domenech,es ESP,GK,es Valencia,28,1990,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
175,Ryan Donk\Ryan-Donk,sr SUR,DF,tr Galatasaray,33,1986,4.0,0.00,0.25,0.00,0.0,0.25,0.00,0.00,,12.4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
176,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,fr Lille,21,1997,6.0,0.00,0.50,0.17,33.3,0.50,0.17,0.00,0.00,20.6,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
177,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,de Leverkusen,28,1991,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
178,Julian Draxler\Julian-Draxler,de GER,MFFW,fr Paris S-G,25,1993,0.8,0.00,2.50,0.00,0.0,2.57,0.00,0.00,,22.2,0.00,0.00,0.00,0.13,0.13,0.06,-0.13,-0.13,Matches
179,Sebastián Driussi\Sebastian-Driussi,ar ARG,MF,ru Zenit,23,1996,4.0,0.00,2.75,0.25,9.1,2.73,0.25,0.00,0.00,21.3,0.25,0.00,0.00,0.13,0.13,0.04,-0.13,-0.13,Matches
180,Leo Dubois\Leo-Dubois,fr FRA,DF,fr Lyon,24,1994,8.4,0.00,0.83,0.36,42.9,0.83,0.36,0.00,0.00,23.2,0.00,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,Matches
181,Paulo Dybala\Paulo-Dybala,ar ARG,FWMF,it Juventus,25,1993,3.5,0.86,3.71,1.43,38.5,3.76,1.45,0.23,0.60,16.9,0.57,0.00,0.00,0.37,0.37,0.10,0.49,0.49,Matches
182,Artem Dzyuba\Artem-Dzyuba,ru RUS,FW,ru Zenit,30,1988,6.0,0.33,1.17,0.50,42.9,1.17,0.50,0.29,0.67,13.6,0.00,0.00,0.00,0.17,0.17,0.14,0.17,0.17,Matches
183,Éder\Eder,pt POR,FW,ru Loko Moscow,31,1987,3.8,0.00,1.05,0.26,25.0,1.06,0.26,0.00,0.00,25.6,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches
184,Ederson\Ederson,br BRA,GK,eng Manchester City,25,1993,7.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
185,Jurgen Ekkelenkamp\Jurgen-Ekkelenkamp,nl NED,MF,nl Ajax,19,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
186,Omar Elabdellaoui\Omar-Elabdellaoui,no NOR,DF,gr Olympiacos,27,1991,5.1,0.00,0.59,0.20,33.3,0.58,0.19,0.00,0.00,19.0,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
187,Elif Elmas\Elif-Elmas,mk MKD,MF,it Napoli,19,1999,1.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
188,Christian Eriksen\Christian-Eriksen,dk DEN,MF,eng Tottenham,27,1992,3.3,0.30,2.42,1.52,62.5,2.42,1.51,0.13,0.20,20.1,0.61,0.00,0.00,0.24,0.24,0.10,0.06,0.06,Matches
189,Aleksandr Erokhin\Aleksandr-Erokhin,ru RUS,MF,ru Zenit,29,1989,1.8,0.00,0.56,0.00,0.0,0.54,0.00,0.00,,19.2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
190,Sebastiano Esposito\Sebastiano-Esposito,it ITA,FWMF,it Inter,17,2002,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
191,Fabinho\Fabinho,br BRA,MF,eng Liverpool,25,1993,5.4,0.00,1.11,0.19,16.7,1.12,0.19,0.00,0.00,23.5,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,Matches
192,Malachi Fagan-Walcott\Malachi-Fagan-Walcott,eng ENG,DF,eng Tottenham,17,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
193,Radamel Falcao\Radamel-Falcao,co COL,FW,tr Galatasaray,33,1986,2.3,0.00,1.74,0.00,0.0,1.72,0.00,0.00,,16.9,0.43,0.00,0.00,0.09,0.09,0.05,-0.09,-0.09,Matches
194,Patrick Farkas\Patrick-Farkas,at AUT,DF,at RB Salzburg,26,1992,0.1,0.00,10.0,0.00,0.0,12.86,0.00,0.00,,24.7,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
195,Ansu Fati\Ansu-Fati,es ESP,FW,es Barcelona,16,2002,1.3,0.77,1.54,0.77,50.0,1.57,0.78,0.50,1.00,19.5,0.00,0.00,0.00,0.08,0.08,0.07,0.69,0.69,Matches
196,Sofiane Feghouli\Sofiane-Feghouli,dz ALG,FW,tr Galatasaray,29,1989,3.8,0.00,1.05,0.26,25.0,1.05,0.26,0.00,0.00,22.4,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches
197,Ljubomir Fejsa\Ljubomir-Fejsa,rs SRB,MF,pt Benfica,30,1988,1.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
198,Felipe\Felipe,br BRA,DF,es Atlético Madrid,30,1989,7.3,0.14,0.55,0.27,50.0,0.54,0.27,0.25,0.50,8.9,0.00,0.00,0.00,0.04,0.04,0.07,0.10,0.10,Matches
199,João Félix\Joao-Felix,pt POR,FWMF,es Atlético Madrid,19,1999,4.7,0.64,3.62,1.49,41.2,3.60,1.48,0.06,0.14,18.7,0.00,0.43,0.43,0.64,0.32,0.09,0.00,-0.11,Matches
200,Gedson Fernandes\Gedson-Fernandes,pt POR,MFFW,pt Benfica,20,1999,1.5,0.00,2.67,0.00,0.0,2.67,0.00,0.00,,17.0,0.00,0.00,0.00,0.20,0.20,0.06,-0.20,-0.20,Matches
201,Gedson Fernandes\Gedson-Fernandes,pt POR,MF,eng Tottenham,20,1999,0.8,0.00,2.50,1.25,50.0,2.43,1.22,0.00,0.00,20.3,0.00,0.00,0.00,0.13,0.13,0.04,-0.13,-0.13,Matches
202,Fernandinho\Fernandinho,br BRA,DF,eng Manchester City,34,1985,7.3,0.00,0.27,0.00,0.0,0.28,0.00,0.00,,16.8,0.00,0.00,0.00,0.03,0.03,0.08,-0.03,-0.03,Matches
203,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,eng Liverpool,27,1991,7.0,0.14,2.00,0.57,28.6,2.01,0.57,0.07,0.25,10.9,0.00,0.00,0.00,0.23,0.23,0.12,-0.09,-0.09,Matches
204,Junior Firpo\Junior-Firpo,es ESP,DF,es Barcelona,22,1996,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
205,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DF,es Valencia,28,1991,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
206,Phil Foden\Phil-Foden,eng ENG,MFFW,eng Manchester City,19,2000,2.8,0.71,2.50,0.71,28.6,2.49,0.71,0.29,1.00,19.8,0.00,0.00,0.00,0.29,0.29,0.11,0.43,0.43,Matches
207,José Fonte\Jose-Fonte,pt POR,DF,fr Lille,35,1983,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
208,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,de RB Leipzig,27,1991,5.8,0.69,3.28,1.55,47.4,3.28,1.55,0.11,0.22,21.6,0.00,0.34,0.34,0.55,0.29,0.09,0.14,0.05,Matches
209,Juan Foyth\Juan-Foyth,ar ARG,DF,eng Tottenham,21,1998,2.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
210,Remo Freuler\Remo-Freuler,ch SUI,MF,it Atalanta,27,1992,7.4,0.14,0.81,0.27,33.3,0.81,0.27,0.17,0.50,19.8,0.00,0.00,0.00,0.04,0.04,0.06,0.09,0.09,Matches
211,Michal Frydrych\Michal-Frydrych,cz CZE,DF,cz Slavia Prague,29,1990,1.9,0.00,1.05,0.00,0.0,1.04,0.00,0.00,,7.5,0.00,0.00,0.00,0.11,0.11,0.09,-0.11,-0.11,Matches
212,Gabriel\Gabriel,br BRA,MF,pt Benfica,25,1993,4.9,0.00,1.43,0.41,28.6,1.43,0.41,0.00,0.00,17.3,0.00,0.00,0.00,0.08,0.08,0.06,-0.08,-0.08,Matches
213,Gianluca Gaetano\Gianluca-Gaetano,it ITA,MF,it Napoli,19,2000,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
214,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,it Inter,25,1994,2.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
215,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,es Valencia,32,1987,3.5,0.57,2.57,1.14,44.4,2.54,1.13,0.22,0.50,12.3,0.00,0.00,0.00,0.40,0.40,0.16,0.17,0.17,Matches
216,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,fr Paris S-G,29,1989,6.3,0.00,0.48,0.00,0.0,0.48,0.00,0.00,,19.1,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
217,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,es Valencia,32,1986,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
218,Eric García\Eric-Garcia,es ESP,DF,eng Manchester City,18,2001,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
219,Mateo García\Mateo-Garcia,ar ARG,FWMF,rs Red Star,22,1996,5.4,0.00,0.56,0.19,33.3,0.55,0.18,0.00,0.00,16.8,0.00,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,Matches
220,Mario Gavranović\Mario-Gavranovic,ch SUI,FW,hr Dinamo Zagreb,29,1989,0.9,0.00,1.11,0.00,0.0,1.07,0.00,0.00,,7.0,0.00,0.00,0.00,0.22,0.22,0.17,-0.22,-0.22,Matches
221,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,eng Tottenham,27,1992,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
222,Olivier Giroud\Olivier-Giroud,fr FRA,FW,eng Chelsea,32,1986,1.0,0.00,3.00,2.00,66.7,3.07,2.05,0.00,0.00,14.1,0.00,0.00,0.00,0.20,0.20,0.05,-0.20,-0.20,Matches
223,Serge Gnabry\Serge-Gnabry,de GER,FW,de Bayern Munich,24,1995,8.5,1.06,3.41,2.00,58.6,3.43,2.01,0.31,0.53,16.2,0.00,0.00,0.00,0.45,0.45,0.13,0.61,0.61,Matches
224,Marko Gobeljić\Marko-Gobeljic,rs SRB,DF,rs Red Star,26,1992,5.5,0.00,0.73,0.18,25.0,0.73,0.18,0.00,0.00,22.1,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
225,Diego Godín\Diego-Godin,uy URU,DF,it Inter,33,1986,5.0,0.00,0.20,0.00,0.0,0.20,0.00,0.00,,8.0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
226,Amer Gojak\Amer-Gojak,ba BIH,MF,hr Dinamo Zagreb,22,1997,1.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
227,Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,it Atalanta,24,1995,7.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
228,Joe Gomez\Joe-Gomez,eng ENG,DF,eng Liverpool,22,1997,5.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
229,Maxi Gómez\Maxi-Gomez,uy URU,FW,es Valencia,22,1996,4.7,0.00,1.49,0.85,57.1,1.50,0.86,0.00,0.00,11.3,0.00,0.00,0.00,0.26,0.26,0.18,-0.26,-0.26,Matches
230,Papu Gómez\Papu-Gomez,ar ARG,FWMF,it Atalanta,31,1988,7.9,0.13,1.90,0.89,46.7,1.91,0.89,0.07,0.14,19.0,0.13,0.00,0.00,0.23,0.23,0.12,-0.10,-0.10,Matches
231,Leon Goretzka\Leon-Goretzka,de GER,MF,de Bayern Munich,24,1995,5.8,0.17,3.62,0.86,23.8,3.63,0.87,0.05,0.20,18.8,0.00,0.00,0.00,0.19,0.19,0.05,-0.02,-0.02,Matches
232,Robin Gosens\Robin-Gosens,de GER,DF,it Atalanta,25,1994,7.3,0.14,1.10,0.14,12.5,1.10,0.14,0.13,1.00,11.8,0.00,0.00,0.00,0.08,0.08,0.07,0.05,0.05,Matches
233,Mario Götze\Mario-Gotze,de GER,FW,de Dortmund,27,1992,0.8,0.00,2.50,1.25,50.0,2.43,1.22,0.00,0.00,10.6,0.00,0.00,0.00,0.50,0.50,0.20,-0.50,-0.50,Matches
234,Amine Gouiri\Amine-Gouiri,fr FRA,FW,fr Lyon,19,2000,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
235,Antoine Griezmann\Antoine-Griezmann,fr FRA,FWMF,es Barcelona,28,1991,7.3,0.27,1.37,0.68,50.0,1.38,0.69,0.20,0.40,15.6,0.00,0.00,0.00,0.21,0.21,0.15,0.07,0.07,Matches
236,Álex Grimaldo\Alex-Grimaldo,es ESP,DF,pt Benfica,23,1995,6.0,0.00,1.50,0.67,44.4,1.50,0.67,0.00,0.00,29.3,0.50,0.00,0.00,0.05,0.05,0.03,-0.05,-0.05,Matches
237,Gonçalo Guedes\Goncalo-Guedes,pt POR,FWMF,es Valencia,22,1996,2.2,0.00,1.82,0.00,0.0,1.82,0.00,0.00,,18.5,0.00,0.00,0.00,0.09,0.09,0.06,-0.09,-0.09,Matches
238,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DF,de Dortmund,25,1993,6.1,0.00,0.49,0.16,33.3,0.49,0.16,0.00,0.00,21.6,0.00,0.00,0.00,0.05,0.05,0.10,-0.05,-0.05,Matches
239,Guilherme\Guilherme,br BRA,MF,gr Olympiacos,28,1991,5.0,0.20,2.20,0.60,27.3,2.20,0.60,0.09,0.33,22.1,0.00,0.00,0.00,0.10,0.10,0.05,0.10,0.10,Matches
240,Bruno Guimarães\Bruno-Guimaraes,br BRA,MF,fr Lyon,21,1997,3.3,0.00,0.61,0.30,50.0,0.61,0.31,0.00,0.00,30.6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches
241,Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,de RB Leipzig,29,1990,9.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
